"","x"
"8139","13"
"8140","3"
"8141","7"
"8142","10"
"8143","12"
"8144","11"
"8145","2"
"8146","14"
"8147","1"
"8148","5"
"8149","9"
"8150","17"
"8151","20"
"8152","15"
"8153","3"
"8154","6"
"8155","7"
"8156","14"
"8157","12"
"8158","17"
"8159","20"
"8160","12"
"8161","18"
"8162","8"
"8163","10"
"8164","5"
"8165","7"
"8166","10"
"8167","15"
"8168","13"
"8169","19"
"8170","14"
"8171","11"
"8172","16"
"8173","18"
"8174","12"
"8175","4"
"8176","4"
"8177","5"
"8178","13"
"8179","16"
"8180","19"
"8181","2"
"8182","1"
"8183","17"
"8184","17"
"8185","1"
"8186","20"
"8187","5"
"8188","11"
"8189","3"
"8190","18"
"8191","13"
"8192","12"
"8193","8"
"8194","2"
"8195","18"
"8196","20"
"8197","5"
"8198","19"
"8199","8"
"8200","3"
"8201","19"
"8202","19"
"8203","13"
"8204","7"
"8205","5"
"8206","16"
"8207","9"
"8208","10"
"8209","5"
"8210","17"
"8211","9"
"8212","7"
"8213","8"
"8214","10"
"8215","10"
"8216","2"
"8217","12"
"8218","19"
"8219","11"
"8220","7"
"8221","15"
"8222","13"
"8223","5"
"8224","10"
"8225","14"
"8226","11"
"8227","9"
"8228","19"
"8229","18"
"8230","7"
"8231","8"
"8232","5"
"8233","2"
"8234","8"
"8235","4"
"8236","15"
"8237","7"
"8238","7"
"8239","5"
"8240","11"
"8241","14"
"8242","15"
"8243","17"
"8244","1"
"8245","11"
"8246","20"
"8247","11"
"8248","18"
"8249","6"
"8250","19"
"8251","15"
"8252","4"
"8253","12"
"8254","11"
"8255","4"
"8256","19"
"8257","5"
"8258","18"
"8259","12"
"8260","8"
"8261","7"
"8262","8"
"8263","4"
"8264","9"
"8265","15"
"8266","13"
"8267","5"
"8268","1"
"8269","4"
"8270","20"
"8271","4"
"8272","13"
"8273","4"
"8274","15"
"8275","6"
"8276","2"
"8277","7"
"8278","19"
"8279","20"
"8280","15"
"8281","16"
"8282","7"
"8283","17"
"8284","14"
"8285","14"
"8286","19"
"8287","13"
"8288","4"
"8289","11"
"8290","19"
"8291","1"
"8292","15"
"8293","7"
"8294","15"
"8295","6"
"8296","8"
"8297","16"
"8298","11"
"8299","10"
"8300","4"
"8301","8"
"8302","3"
"8303","1"
"8304","7"
"8305","15"
"8306","4"
"8307","3"
"8308","9"
"8309","1"
"8310","7"
"8311","18"
"8312","6"
"8313","18"
"8314","16"
"8315","15"
"8316","16"
"8317","5"
"8318","17"
"8319","1"
"8320","4"
"8321","9"
"8322","17"
"8323","5"
"8324","14"
"8325","12"
"8326","20"
"8327","17"
"8328","17"
"8329","15"
"8330","12"
"8331","4"
"8332","1"
"8333","6"
"8334","8"
"8335","11"
"8336","20"
"8337","18"
"8338","14"
"8339","15"
"8340","7"
"8341","3"
"8342","3"
"8343","15"
"8344","13"
"8345","17"
"8346","7"
"8347","17"
"8348","10"
"8349","6"
"8350","11"
"8351","6"
"8352","20"
"8353","8"
"8354","7"
"8355","17"
"8356","4"
"8357","11"
"8358","20"
"8359","8"
"8360","2"
"8361","14"
"8362","18"
"8363","3"
"8364","5"
"8365","5"
"8366","15"
"8367","10"
"8368","11"
"8369","20"
"8370","18"
"8371","18"
"8372","18"
"8373","6"
"8374","14"
"8375","18"
"8376","8"
"8377","5"
"8378","16"
"8379","15"
"8380","11"
"8381","1"
"8382","11"
"8383","16"
"8384","16"
"8385","1"
"8386","4"
"8387","5"
"8388","7"
"8389","17"
"8390","8"
"8391","12"
"8392","4"
"8393","3"
"8394","19"
"8395","19"
"8396","10"
"8397","17"
"8398","8"
"8399","10"
"8400","17"
"8401","13"
"8402","11"
"8403","20"
"8404","4"
"8405","11"
"8406","14"
"8407","18"
"8408","2"
"8409","6"
"8410","14"
"8411","10"
"8412","2"
"8413","10"
"8414","19"
"8415","6"
"8416","18"
"8417","2"
"8418","20"
"8419","20"
"8420","15"
"8421","10"
"8422","5"
"8423","14"
"8424","20"
"8425","6"
"8426","13"
"8427","7"
"8428","16"
"8429","10"
"8430","14"
"8431","12"
"8432","16"
"8433","14"
"8434","2"
"8435","6"
"8436","5"
"8437","19"
"8438","17"
"8439","18"
"8440","13"
"8441","9"
"8442","16"
"8443","4"
"8444","2"
"8445","14"
"8446","15"
"8447","12"
"8448","1"
"8449","14"
"8450","11"
"8451","20"
"8452","2"
"8453","20"
"8454","2"
"8455","20"
"8456","20"
"8457","10"
"8458","13"
"8459","20"
"8460","1"
"8461","19"
"8462","1"
"8463","20"
"8464","6"
"8465","8"
"8466","5"
"8467","6"
"8468","16"
"8469","8"
"8470","8"
"8471","3"
"8472","20"
"8473","8"
"8474","10"
"8475","8"
"8476","20"
"8477","7"
"8478","4"
"8479","11"
"8480","17"
"8481","8"
"8482","10"
"8483","15"
"8484","2"
"8485","6"
"8486","19"
"8487","7"
"8488","16"
"8489","15"
"8490","6"
"8491","11"
"8492","9"
"8493","9"
"8494","4"
"8495","14"
"8496","3"
"8497","20"
"8498","20"
"8499","5"
"8500","19"
"8501","10"
"8502","15"
"8503","8"
"8504","15"
"8505","4"
"8506","19"
"8507","2"
"8508","7"
"8509","13"
"8510","11"
"8511","7"
"8512","5"
"8513","19"
"8514","2"
"8515","12"
"8516","11"
"8517","15"
"8518","12"
"8519","18"
"8520","9"
"8521","14"
"8522","9"
"8523","7"
"8524","1"
"8525","13"
"8526","17"
"8527","13"
"8528","8"
"8529","8"
"8530","17"
"8531","13"
"8532","5"
"8533","6"
"8534","17"
"8535","11"
"8536","7"
"8537","2"
"8538","15"
"8539","18"
"8540","14"
"8541","2"
"8542","2"
"8543","1"
"8544","3"
"8545","9"
"8546","6"
"8547","9"
"8548","3"
"8549","8"
"8550","15"
"8551","18"
"8552","7"
"8553","9"
"8554","16"
"8555","6"
"8556","19"
"8557","17"
"8558","12"
"8559","5"
"8560","8"
"8561","19"
"8562","20"
"8563","8"
"8564","15"
"8565","12"
"8566","2"
"8567","20"
"8568","19"
"8569","4"
"8570","5"
"8571","14"
"8572","20"
"8573","5"
"8574","2"
"8575","6"
"8576","7"
"8577","16"
"8578","5"
"8579","20"
"8580","19"
"8581","5"
"8582","9"
"8583","20"
"8584","5"
"8585","4"
"8586","4"
"8587","18"
"8588","10"
"8589","3"
"8590","3"
"8591","2"
"8592","9"
"8593","6"
"8594","2"
"8595","12"
"8596","14"
"8597","11"
"8598","9"
"8599","13"
"8600","1"
"8601","13"
"8602","13"
"8603","8"
"8604","12"
"8605","19"
"8606","10"
"8607","12"
"8608","11"
"8609","11"
"8610","6"
"8611","7"
"8612","11"
"8613","12"
"8614","17"
"8615","4"
"8616","10"
"8617","8"
"8618","4"
"8619","6"
"8620","4"
"8621","12"
"8622","6"
"8623","12"
"8624","15"
"8625","17"
"8626","6"
"8627","6"
"8628","11"
"8629","18"
"8630","13"
"8631","8"
"8632","20"
"8633","20"
"8634","2"
"8635","1"
"8636","1"
"8637","1"
"8638","13"
"8639","17"
"8640","15"
"8641","20"
"8642","15"
"8643","16"
"8644","14"
"8645","15"
"8646","7"
"8647","5"
"8648","13"
"8649","19"
"8650","14"
"8651","8"
"8652","3"
"8653","18"
"8654","6"
"8655","5"
"8656","10"
"8657","14"
"8658","17"
"8659","16"
"8660","7"
"8661","1"
"8662","15"
"8663","4"
"8664","15"
"8665","9"
"8666","19"
"8667","14"
"8668","11"
"8669","6"
"8670","17"
"8671","4"
"8672","5"
"8673","8"
"8674","18"
"8675","20"
"8676","16"
"8677","4"
"8678","7"
"8679","6"
"8680","14"
"8681","11"
"8682","5"
"8683","3"
"8684","11"
"8685","10"
"8686","16"
"8687","8"
"8688","13"
"8689","13"
"8690","11"
"8691","18"
"8692","5"
"8693","16"
"8694","12"
"8695","14"
"8696","10"
"8697","17"
"8698","15"
"8699","6"
"8700","1"
"8701","12"
"8702","13"
"8703","5"
"8704","15"
"8705","20"
"8706","2"
"8707","1"
"8708","11"
"8709","9"
"8710","5"
"8711","9"
"8712","7"
"8713","20"
"8714","15"
"8715","2"
"8716","9"
"8717","6"
"8718","3"
"8719","2"
"8720","2"
"8721","19"
"8722","1"
"8723","1"
"8724","1"
"8725","11"
"8726","12"
"8727","12"
"8728","19"
"8729","5"
"8730","17"
"8731","7"
"8732","1"
"8733","2"
"8734","17"
"8735","5"
"8736","9"
"8737","16"
"8738","5"
"8739","8"
"8740","15"
"8741","8"
"8742","10"
"8743","2"
"8744","20"
"8745","9"
"8746","10"
"8747","5"
"8748","13"
"8749","19"
"8750","5"
"8751","19"
"8752","15"
"8753","11"
"8754","12"
"8755","6"
"8756","4"
"8757","16"
"8758","1"
"8759","4"
"8760","20"
"8761","11"
"8762","20"
"8763","11"
"8764","11"
"8765","8"
"8766","9"
"8767","5"
"8768","5"
"8769","10"
"8770","19"
"8771","10"
"8772","1"
"8773","1"
"8774","14"
"8775","14"
"8776","8"
"8777","8"
"8778","4"
"8779","13"
"8780","6"
"8781","11"
"8782","14"
"8783","2"
"8784","20"
"8785","19"
"8786","4"
"8787","7"
"8788","3"
"8789","17"
"8790","20"
"8791","20"
"8792","11"
"8793","7"
"8794","11"
"8795","16"
"8796","6"
"8797","11"
"8798","18"
"8799","6"
"8800","4"
"8801","17"
"8802","13"
"8803","3"
"8804","11"
"8805","12"
"8806","13"
"8807","8"
"8808","15"
"8809","16"
"8810","14"
"8811","14"
"8812","12"
"8813","4"
"8814","13"
"8815","19"
"8816","8"
"8817","8"
"8818","2"
"8819","10"
"8820","17"
"8821","19"
"8822","4"
"8823","17"
"8824","5"
"8825","6"
"8826","10"
"8827","8"
"8828","10"
"8829","11"
"8830","9"
"8831","17"
"8832","7"
"8833","13"
"8834","20"
"8835","8"
"8836","11"
"8837","12"
"8838","16"
"8839","1"
"8840","20"
"8841","8"
"8842","3"
"8843","18"
"8844","1"
"8845","5"
"8846","13"
"8847","8"
"8848","15"
"8849","16"
"8850","1"
"8851","12"
"8852","11"
"8853","10"
"8854","8"
"8855","7"
"8856","7"
"8857","15"
"8858","6"
"8859","13"
"8860","11"
"8861","4"
"8862","2"
"8863","7"
"8864","20"
"8865","11"
"8866","8"
"8867","20"
"8868","11"
"8869","4"
"8870","5"
"8871","18"
"8872","18"
"8873","15"
"8874","15"
"8875","15"
"8876","9"
"8877","10"
"8878","6"
"8879","14"
"8880","13"
"8881","2"
"8882","11"
"8883","7"
"8884","15"
"8885","11"
"8886","11"
"8887","6"
"8888","14"
"8889","3"
"8890","8"
"8891","17"
"8892","11"
"8893","2"
"8894","2"
"8895","5"
"8896","19"
"8897","7"
"8898","9"
"8899","17"
"8900","14"
"8901","5"
"8902","16"
"8903","15"
"8904","3"
"8905","8"
"8906","2"
"8907","20"
"8908","6"
"8909","10"
"8910","16"
"8911","19"
"8912","10"
"8913","11"
"8914","14"
"8915","10"
"8916","6"
"8917","17"
"8918","14"
"8919","15"
"8920","15"
"8921","4"
"8922","14"
"8923","4"
"8924","17"
"8925","2"
"8926","17"
"8927","6"
"8928","11"
"8929","1"
"8930","16"
"8931","13"
"8932","20"
"8933","9"
"8934","2"
"8935","7"
"8936","19"
"8937","20"
"8938","13"
"8939","4"
"8940","12"
"8941","19"
"8942","7"
"8943","15"
"8944","20"
"8945","8"
"8946","5"
"8947","5"
"8948","4"
"8949","13"
"8950","20"
"8951","14"
"8952","1"
"8953","9"
"8954","5"
"8955","8"
"8956","5"
"8957","20"
"8958","11"
"8959","11"
"8960","6"
"8961","17"
"8962","3"
"8963","2"
"8964","8"
"8965","9"
"8966","6"
"8967","1"
"8968","18"
"8969","15"
"8970","11"
"8971","20"
"8972","14"
"8973","5"
"8974","13"
"8975","12"
"8976","20"
"8977","13"
"8978","1"
"8979","5"
"8980","20"
"8981","4"
"8982","18"
"8983","8"
"8984","3"
"8985","1"
"8986","2"
"8987","19"
"8988","6"
"8989","2"
"8990","14"
"8991","3"
"8992","10"
"8993","1"
"8994","5"
"8995","12"
"8996","14"
"8997","11"
"8998","2"
"8999","5"
"9000","20"
"9001","6"
"9002","18"
"9003","11"
"9004","13"
"9005","10"
"9006","12"
"9007","8"
"9008","19"
"9009","6"
"9010","3"
"9011","9"
"9012","4"
"9013","8"
"9014","16"
"9015","14"
"9016","20"
"9017","19"
"9018","15"
"9019","8"
"9020","13"
"9021","4"
"9022","8"
"9023","12"
"9024","13"
"9025","1"
"9026","20"
"9027","12"
"9028","6"
"9029","17"
"9030","8"
"9031","8"
"9032","11"
"9033","9"
"9034","14"
"9035","9"
"9036","4"
"9037","4"
"9038","1"
"9039","18"
"9040","8"
"9041","11"
"9042","2"
"9043","11"
"9044","2"
"9045","10"
"9046","8"
"9047","4"
"9048","5"
"9049","6"
"9050","9"
"9051","3"
"9052","4"
"9053","1"
"9054","16"
"9055","19"
"9056","6"
"9057","20"
"9058","20"
"9059","12"
"9060","14"
"9061","2"
"9062","11"
"9063","10"
"9064","7"
"9065","6"
"9066","19"
"9067","10"
"9068","20"
"9069","15"
"9070","14"
"9071","12"
"9072","18"
"9073","18"
"9074","10"
"9075","1"
"9076","8"
"9077","2"
"9078","13"
"9079","19"
"9080","18"
"9081","20"
"9082","13"
"9083","20"
"9084","15"
"9085","14"
"9086","10"
"9087","13"
"9088","16"
"9089","16"
"9090","7"
"9091","11"
"9092","18"
"9093","1"
"9094","18"
"9095","8"
"9096","14"
"9097","5"
"9098","14"
"9099","14"
"9100","15"
"9101","17"
"9102","14"
"9103","16"
"9104","2"
"9105","11"
"9106","7"
"9107","3"
"9108","6"
"9109","10"
"9110","9"
"9111","5"
"9112","6"
"9113","9"
"9114","8"
"9115","2"
"9116","8"
"9117","13"
"9118","9"
"9119","17"
"9120","15"
"9121","11"
"9122","4"
"9123","2"
"9124","16"
"9125","7"
"9126","6"
"9127","11"
"9128","3"
"9129","18"
"9130","17"
"9131","12"
"9132","10"
"9133","17"
"9134","13"
"9135","4"
"9136","12"
"9137","17"
"9138","13"
"9139","15"
"9140","19"
"9141","2"
"9142","12"
"9143","1"
"9144","13"
"9145","2"
"9146","8"
"9147","12"
"9148","18"
"9149","2"
"9150","7"
"9151","9"
"9152","19"
"9153","16"
"9154","5"
"9155","5"
"9156","16"
"9157","10"
"9158","9"
"9159","13"
"9160","18"
"9161","6"
"9162","5"
"9163","10"
"9164","11"
"9165","1"
"9166","15"
"9167","2"
"9168","16"
"9169","13"
"9170","5"
"9171","7"
"9172","5"
"9173","18"
"9174","7"
"9175","18"
"9176","18"
"9177","15"
"9178","2"
"9179","20"
"9180","17"
"9181","4"
"9182","10"
"9183","15"
"9184","6"
"9185","3"
"9186","15"
"9187","19"
"9188","18"
"9189","15"
"9190","8"
"9191","16"
"9192","19"
"9193","15"
"9194","2"
"9195","20"
"9196","17"
"9197","16"
"9198","2"
"9199","1"
"9200","8"
"9201","5"
"9202","10"
"9203","8"
"9204","11"
"9205","18"
"9206","9"
"9207","2"
"9208","12"
"9209","14"
"9210","15"
"9211","6"
"9212","2"
"9213","8"
"9214","7"
"9215","3"
"9216","5"
"9217","7"
"9218","1"
"9219","5"
"9220","12"
"9221","1"
"9222","12"
"9223","14"
"9224","8"
"9225","6"
"9226","1"
"9227","14"
"9228","4"
"9229","19"
"9230","5"
"9231","1"
"9232","10"
"9233","5"
"9234","17"
"9235","20"
"9236","19"
"9237","17"
"9238","20"
"9239","10"
"9240","18"
"9241","10"
"9242","12"
"9243","1"
"9244","2"
"9245","6"
"9246","2"
"9247","6"
"9248","2"
"9249","20"
"9250","14"
"9251","19"
"9252","12"
"9253","4"
"9254","4"
"9255","6"
"9256","10"
"9257","5"
"9258","16"
"9259","1"
"9260","16"
"9261","14"
"9262","15"
"9263","2"
"9264","3"
"9265","6"
"9266","17"
"9267","19"
"9268","13"
"9269","18"
"9270","3"
"9271","20"
"9272","12"
"9273","20"
"9274","9"
"9275","7"
"9276","16"
"9277","17"
"9278","11"
"9279","19"
"9280","7"
"9281","13"
"9282","4"
"9283","18"
"9284","8"
"9285","19"
"9286","2"
"9287","12"
"9288","18"
"9289","15"
"9290","2"
"9291","2"
"9292","13"
"9293","8"
"9294","2"
"9295","10"
"9296","4"
"9297","1"
"9298","20"
"9299","13"
"9300","4"
"9301","7"
"9302","9"
"9303","20"
"9304","12"
"9305","10"
"9306","7"
"9307","19"
"9308","20"
"9309","4"
"9310","15"
"9311","11"
"9312","2"
"9313","17"
"9314","1"
"9315","12"
"9316","1"
"9317","16"
"9318","10"
"9319","16"
"9320","11"
"9321","6"
"9322","12"
"9323","18"
"9324","4"
"9325","10"
"9326","16"
"9327","9"
"9328","7"
"9329","20"
"9330","5"
"9331","14"
"9332","15"
"9333","2"
"9334","7"
"9335","12"
"9336","3"
"9337","14"
"9338","3"
"9339","14"
"9340","3"
"9341","20"
"9342","15"
"9343","6"
"9344","17"
"9345","16"
"9346","4"
"9347","19"
"9348","5"
"9349","7"
"9350","10"
"9351","16"
"9352","10"
"9353","13"
"9354","8"
"9355","18"
"9356","20"
"9357","11"
"9358","7"
"9359","20"
"9360","5"
"9361","12"
"9362","5"
"9363","3"
"9364","11"
"9365","15"
"9366","3"
"9367","19"
"9368","4"
"9369","19"
"9370","4"
"9371","20"
"9372","12"
"9373","15"
"9374","12"
"9375","16"
"9376","15"
"9377","9"
"9378","18"
"9379","11"
"9380","3"
"9381","18"
"9382","9"
"9383","14"
"9384","1"
"9385","12"
"9386","10"
"9387","19"
"9388","3"
"9389","20"
"9390","9"
"9391","14"
"9392","5"
"9393","4"
"9394","15"
"9395","4"
"9396","2"
"9397","4"
"9398","4"
"9399","10"
"9400","17"
"9401","20"
"9402","3"
"9403","18"
"9404","13"
"9405","14"
"9406","18"
"9407","1"
"9408","19"
"9409","9"
"9410","5"
"9411","3"
"9412","17"
"9413","19"
"9414","15"
"9415","8"
"9416","15"
"9417","9"
"9418","3"
"9419","7"
"9420","10"
"9421","16"
"9422","13"
"9423","6"
"9424","3"
"9425","17"
"9426","16"
"9427","10"
"9428","15"
"9429","14"
"9430","5"
"9431","20"
"9432","16"
"9433","13"
"9434","17"
"9435","19"
"9436","4"
"9437","10"
"9438","7"
"9439","8"
"9440","12"
"9441","12"
"9442","9"
"9443","13"
"9444","20"
"9445","20"
"9446","11"
"9447","12"
"9448","18"
"9449","19"
"9450","5"
"9451","11"
"9452","5"
"9453","8"
"9454","20"
"9455","9"
"9456","4"
"9457","1"
"9458","8"
"9459","13"
"9460","3"
"9461","14"
"9462","17"
"9463","10"
"9464","4"
"9465","2"
"9466","9"
"9467","1"
"9468","15"
"9469","6"
"9470","9"
"9471","6"
"9472","10"
"9473","5"
"9474","7"
"9475","2"
"9476","12"
"9477","12"
"9478","9"
"9479","10"
"9480","8"
"9481","20"
"9482","1"
"9483","1"
"9484","6"
"9485","1"
"9486","14"
"9487","15"
"9488","1"
"9489","19"
"9490","5"
"9491","6"
"9492","3"
"9493","3"
"9494","12"
"9495","9"
"9496","1"
"9497","2"
"9498","13"
"9499","16"
"9500","16"
"9501","20"
"9502","4"
"9503","8"
"9504","5"
"9505","15"
"9506","15"
"9507","14"
"9508","1"
"9509","10"
"9510","15"
"9511","19"
"9512","10"
"9513","4"
"9514","15"
"9515","20"
"9516","1"
"9517","14"
"9518","8"
"9519","2"
"9520","15"
"9521","7"
"9522","2"
"9523","14"
"9524","3"
"9525","3"
"9526","7"
"9527","17"
"9528","5"
"9529","2"
"9530","16"
"9531","5"
"9532","9"
"9533","13"
"9534","13"
"9535","2"
"9536","6"
"9537","19"
"9538","3"
"9539","3"
"9540","4"
"9541","15"
"9542","17"
"9543","7"
"9544","10"
"9545","11"
"9546","14"
"9547","14"
"9548","1"
"9549","3"
"9550","14"
"9551","16"
"9552","10"
"9553","6"
"9554","3"
"9555","7"
"9556","4"
"9557","16"
"9558","6"
"9559","13"
"9560","9"
"9561","7"
"9562","9"
"9563","9"
"9564","8"
"9565","10"
"9566","20"
"9567","5"
"9568","19"
"9569","18"
"9570","9"
"9571","6"
"9572","8"
"9573","2"
"9574","15"
"9575","18"
"9576","15"
"9577","4"
"9578","6"
"9579","10"
"9580","18"
"9581","17"
"9582","12"
"9583","6"
"9584","9"
"9585","1"
"9586","14"
"9587","17"
"9588","12"
"9589","12"
"9590","2"
"9591","12"
"9592","19"
"9593","11"
"9594","8"
"9595","11"
"9596","14"
"9597","11"
"9598","6"
"9599","1"
"9600","17"
"9601","12"
"9602","17"
"9603","18"
"9604","19"
"9605","5"
"9606","14"
"9607","7"
"9608","2"
"9609","3"
"9610","20"
"9611","14"
"9612","6"
"9613","14"
"9614","8"
"9615","1"
"9616","10"
"9617","10"
"9618","4"
"9619","4"
"9620","1"
"9621","2"
"9622","3"
"9623","10"
"9624","4"
"9625","8"
"9626","3"
"9627","7"
"9628","4"
"9629","11"
"9630","16"
"9631","14"
"9632","16"
"9633","20"
"9634","3"
"9635","8"
"9636","17"
"9637","19"
"9638","13"
"9639","18"
"9640","9"
"9641","16"
"9642","4"
"9643","19"
"9644","13"
"9645","11"
"9646","15"
"9647","18"
"9648","2"
"9649","8"
"9650","13"
"9651","10"
"9652","14"
"9653","11"
"9654","14"
"9655","16"
"9656","14"
"9657","10"
"9658","8"
"9659","6"
"9660","16"
"9661","20"
"9662","1"
"9663","8"
"9664","6"
"9665","8"
"9666","15"
"9667","2"
"9668","3"
"9669","19"
"9670","14"
"9671","17"
"9672","12"
"9673","6"
"9674","7"
"9675","10"
"9676","18"
"9677","2"
"9678","4"
"9679","7"
"9680","2"
"9681","11"
"9682","17"
"9683","2"
"9684","10"
"9685","16"
"9686","11"
"9687","3"
"9688","14"
"9689","10"
"9690","5"
"9691","1"
"9692","13"
"9693","3"
"9694","4"
"9695","1"
"9696","14"
"9697","18"
"9698","10"
"9699","12"
"9700","11"
"9701","16"
"9702","20"
"9703","17"
"9704","12"
"9705","14"
"9706","17"
"9707","7"
"9708","4"
"9709","18"
"9710","7"
"9711","4"
"9712","15"
"9713","20"
"9714","16"
"9715","4"
"9716","8"
"9717","4"
"9718","17"
"9719","8"
"9720","9"
"9721","18"
"9722","11"
"9723","20"
"9724","14"
"9725","11"
"9726","15"
"9727","3"
"9728","2"
"9729","2"
"9730","16"
"9731","19"
"9732","11"
"9733","3"
"9734","11"
"9735","17"
"9736","18"
"9737","19"
"9738","5"
"9739","7"
"9740","15"
"9741","18"
"9742","10"
"9743","19"
"9744","11"
"9745","10"
"9746","14"
"9747","7"
"9748","5"
"9749","1"
"9750","15"
"9751","11"
"9752","13"
"9753","2"
"9754","6"
"9755","8"
"9756","14"
"9757","6"
"9758","19"
"9759","17"
"9760","8"
"9761","20"
"9762","15"
"9763","7"
"9764","16"
"9765","2"
"9766","20"
"9767","2"
"9768","15"
"9769","14"
"9770","12"
"9771","4"
"9772","19"
"9773","18"
"9774","10"
"9775","8"
"9776","6"
"9777","16"
"9778","16"
"9779","17"
"9780","9"
"9781","6"
"9782","7"
"9783","12"
"9784","1"
"9785","10"
"9786","3"
"9787","18"
"9788","12"
"9789","12"
"9790","9"
"9791","7"
"9792","13"
"9793","5"
"9794","5"
"9795","16"
"9796","16"
"9797","16"
"9798","10"
"9799","5"
"9800","11"
"9801","4"
"9802","15"
"9803","13"
"9804","3"
"9805","1"
"9806","19"
"9807","2"
"9808","17"
"9809","11"
"9810","20"
"9811","8"
"9812","19"
"9813","4"
"9814","2"
"9815","13"
"9816","13"
"9817","19"
"9818","14"
"9819","13"
"9820","2"
"9821","12"
"9822","15"
"9823","13"
"9824","17"
"9825","12"
"9826","1"
"9827","10"
"9828","13"
"9829","15"
"9830","6"
"9831","18"
"9832","20"
"9833","16"
"9834","20"
"9835","17"
"9836","19"
"9837","13"
"9838","8"
"9839","20"
"9840","18"
"9841","7"
"9842","6"
"9843","18"
"9844","10"
"9845","15"
"9846","2"
"9847","16"
"9848","12"
"9849","12"
"9850","14"
"9851","13"
"9852","17"
"9853","18"
"9854","13"
"9855","8"
"9856","2"
"9857","8"
"9858","18"
"9859","16"
"9860","1"
"9861","3"
"9862","5"
"9863","6"
"9864","6"
"9865","6"
"9866","3"
"9867","14"
"9868","20"
"9869","4"
"9870","3"
"9871","17"
"9872","18"
"9873","19"
"9874","13"
"9875","17"
"9876","3"
"9877","17"
"9878","7"
"9879","13"
"9880","3"
"9881","17"
"9882","11"
"9883","16"
"9884","14"
"9885","8"
"9886","11"
"9887","10"
"9888","3"
"9889","16"
"9890","9"
"9891","7"
"9892","17"
"9893","9"
"9894","9"
"9895","19"
"9896","13"
"9897","17"
"9898","19"
"9899","7"
"9900","20"
"9901","16"
"9902","12"
"9903","19"
"9904","4"
"9905","9"
"9906","11"
"9907","11"
"9908","6"
"9909","6"
"9910","4"
"9911","2"
"9912","14"
"9913","11"
"9914","1"
"9915","18"
"9916","8"
"9917","13"
"9918","2"
"9919","5"
"9920","20"
"9921","5"
"9922","4"
"9923","3"
"9924","6"
"9925","9"
"9926","1"
"9927","16"
"9928","15"
"9929","6"
"9930","1"
"9931","10"
"9932","14"
"9933","4"
"9934","18"
"9935","7"
"9936","19"
"9937","4"
"9938","8"
"9939","18"
"9940","12"
"9941","1"
"9942","6"
"9943","13"
"9944","8"
"9945","17"
"9946","6"
"9947","13"
"9948","2"
"9949","6"
"9950","17"
"9951","3"
"9952","15"
"9953","19"
"9954","7"
"9955","13"
"9956","2"
"9957","17"
"9958","15"
"9959","1"
"9960","1"
"9961","1"
"9962","8"
"9963","2"
"9964","10"
"9965","3"
"9966","9"
"9967","13"
"9968","20"
"9969","3"
"9970","12"
"9971","20"
"9972","1"
"9973","17"
"9974","10"
"9975","12"
"9976","13"
"9977","3"
"9978","1"
"9979","12"
"9980","7"
"9981","4"
"9982","8"
"9983","8"
"9984","13"
"9985","19"
"9986","15"
"9987","1"
"9988","4"
"9989","15"
"9990","19"
"9991","9"
"9992","4"
"9993","17"
"9994","5"
"9995","5"
"9996","13"
"9997","17"
"9998","15"
"9999","9"
"10000","15"
